2025-07-27 22:41:33,494 - INFO - Conexiones a bases de datos establecidas correctamente
2025-07-27 22:41:40,364 - INFO - Iniciando proceso ETL
2025-07-27 22:41:40,400 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,404 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,407 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,410 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,413 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,416 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,420 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:40,423 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:41:44,796 - INFO - Tabla destino seleccionada: DimTiempo
2025-07-27 22:41:56,539 - INFO - Consulta de origen: SELECT DISTINCT CAST(FechaPedido AS DATE) AS TiempoID, YEAR(FechaPedido) AS Amio, DATENAME(MONTH, FechaPedido) AS NombreMes, DATEPART(QUARTER, FechaPedido) AS Trimestre, DATENAME(WEEKDAY, FechaPedido) AS Día, DATEPART(WEEK, FechaPedido) AS Semana FROM Pedidos;
2025-07-27 22:41:56,540 - INFO - === FASE DE EXTRACCIÓN ===
2025-07-27 22:41:56,540 - INFO - Iniciando extracción con consulta: SELECT DISTINCT CAST(FechaPedido AS DATE) AS TiempoID, YEAR(FechaPedido) AS Amio, DATENAME(MONTH, Fe...
2025-07-27 22:41:56,573 - INFO - Consulta ejecutada exitosamente. Registros: 915
2025-07-27 22:41:56,573 - INFO - Extracción exitosa: 915 registros, 6 columnas
2025-07-27 22:42:47,130 - INFO - === FASE DE TRANSFORMACIÓN ===
2025-07-27 22:42:47,139 - INFO - Iniciando transformaciones de datos
2025-07-27 22:42:47,140 - INFO - Aplicando transformación 'uppercase' a campo 'Día'
2025-07-27 22:42:47,141 - INFO - Transformaciones completadas
2025-07-27 22:42:47,141 - INFO - === FASE DE CARGA ===
2025-07-27 22:42:47,149 - INFO - Iniciando carga incremental en DimTiempo
2025-07-27 22:42:47,193 - INFO - Consulta ejecutada exitosamente. Registros: 915
2025-07-27 22:42:47,228 - INFO - Registros filtrados: 915 -> 0 nuevos
2025-07-27 22:42:47,228 - INFO - No hay registros nuevos para cargar
2025-07-27 22:42:47,228 - INFO - No se cargaron registros
2025-07-27 22:42:47,229 - INFO - ETL completado. Registros cargados: 0
2025-07-27 22:43:07,515 - INFO - Iniciando proceso ETL
2025-07-27 22:43:07,522 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,525 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,529 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,533 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,535 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,538 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,542 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:07,545 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:10,332 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:10,333 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:10,334 - INFO - Consulta ejecutada exitosamente. Registros: 1
2025-07-27 22:43:10,335 - INFO - Consulta ejecutada exitosamente. Registros: 1
